fit,user_id,item_id,weight_lbs,rating,rented_for,body_type,category,size,age,review_date,bust_size_num,bust_size_letter,height_in,review_month,review_day_of_month,review_year,recommend
small,759336,185800,125.0,10.0,wedding,athletic,maxi,8,32.0,2013-11-04,34.0,2,64.0,11,4,2013,1
fit,251221,868096,125.0,10.0,everyday,athletic,shift,8,56.0,2016-05-22,32.0,4,65.0,5,22,2016,1
fit,161713,1692935,140.0,10.0,formal affair,athletic,sheath,12,30.0,2015-01-11,34.0,3,67.0,1,11,2015,1
fit,977051,1584094,135.0,10.0,wedding,athletic,dress,14,35.0,2017-05-30,,,67.0,5,30,2017,1
fit,365957,133584,123.0,10.0,wedding,athletic,dress,12,46.0,2013-01-02,32.0,2,65.0,1,2,2013,1
fit,985014,2837884,170.0,8.0,everyday,hourglass,jacket,20,37.0,2016-04-13,36.0,3,70.0,4,13,2016,0
fit,75464,216159,135.0,10.0,party,athletic,dress,12,31.0,2017-11-14,34.0,3,69.0,11,14,2017,1
small,397454,348662,146.0,8.0,everyday,athletic,dress,16,28.0,2017-08-03,36.0,2,67.0,8,3,2017,0
fit,547626,131117,,10.0,wedding,hourglass,gown,12,28.0,2013-09-21,34.0,3,67.0,9,21,2013,1
large,68103,124553,150.0,10.0,formal affair,hourglass,dress,20,33.0,2013-11-17,38.0,3,60.0,11,17,2013,1
fit,912367,172027,135.0,10.0,party,hourglass,dress,8,36.0,2014-04-27,34.0,3,64.0,4,27,2014,1
fit,166303,1832896,112.0,10.0,wedding,petite,sheath,1,27.0,2016-07-25,32.0,1,63.0,7,25,2016,1
fit,218765,550829,119.0,10.0,work,,dress,4,35.0,2017-06-29,,,66.0,6,29,2017,1
fit,498380,508973,120.0,10.0,party,hourglass,dress,8,27.0,2016-10-04,32.0,4,62.0,10,4,2016,1
fit,206742,131117,170.0,8.0,wedding,pear,gown,12,30.0,2014-10-21,36.0,2,66.0,10,21,2014,0
fit,768854,2900227,,10.0,other,full bust,skirt,20,28.0,2018-01-02,34.0,6,69.0,1,2,2018,1
fit,522007,1406056,140.0,8.0,wedding,straight & narrow,dress,8,27.0,2017-10-22,32.0,2,71.0,10,22,2017,0
fit,159189,137585,165.0,8.0,party,hourglass,sheath,12,19.0,2014-05-28,36.0,3,62.0,5,28,2014,0
small,397226,450618,135.0,10.0,formal affair,hourglass,dress,16,35.0,2017-10-08,34.0,3,63.0,10,8,2017,1
fit,958066,1647277,140.0,10.0,party,straight & narrow,dress,14,30.0,2017-04-27,34.0,2,70.0,4,27,2017,1
fit,176419,136860,123.0,10.0,wedding,straight & narrow,sheath,4,31.0,2016-03-31,34.0,2,68.0,3,31,2016,1
large,670865,174086,115.0,8.0,formal affair,athletic,dress,4,28.0,2014-06-19,34.0,2,64.0,6,19,2014,0
fit,36192,185182,128.0,10.0,other,straight & narrow,shift,4,36.0,2013-04-15,34.0,3,66.0,4,15,2013,1
fit,211874,1328898,155.0,10.0,formal affair,athletic,gown,13,33.0,2017-09-16,34.0,3,68.0,9,16,2017,1
fit,890265,1073611,150.0,8.0,wedding,athletic,dress,20,32.0,2017-11-19,34.0,3,63.0,11,19,2017,0
small,390149,1447941,125.0,8.0,formal affair,athletic,dress,12,27.0,2015-05-10,34.0,3,64.0,5,10,2015,0
fit,351727,128959,140.0,10.0,wedding,athletic,gown,9,46.0,2014-06-03,34.0,2,68.0,6,3,2014,1
small,282059,959200,150.0,10.0,party,hourglass,dress,16,35.0,2017-05-30,34.0,3,67.0,5,30,2017,1
fit,794598,559634,115.0,10.0,wedding,athletic,dress,4,30.0,2014-08-13,32.0,3,62.0,8,13,2014,1
fit,79083,1274052,,10.0,wedding,hourglass,dress,20,28.0,2017-12-28,36.0,4,,12,28,2017,1
fit,272395,1497935,130.0,10.0,date,petite,dress,14,31.0,2017-03-05,34.0,2,61.0,3,5,2017,1
fit,907670,1211296,118.0,10.0,wedding,pear,dress,1,30.0,2017-09-12,32.0,1,62.0,9,12,2017,1
fit,786848,1777669,124.0,10.0,everyday,hourglass,dress,8,32.0,2017-11-29,32.0,2,67.0,11,29,2017,1
fit,608797,1414833,125.0,10.0,formal affair,straight & narrow,gown,2,19.0,2015-05-05,32.0,4,69.0,5,5,2015,1
fit,921150,1697200,,8.0,wedding,athletic,dress,8,33.0,2017-07-21,34.0,2,67.0,7,21,2017,0
small,115463,597279,145.0,10.0,vacation,athletic,maxi,20,25.0,2017-04-11,34.0,3,62.0,4,11,2017,1
fit,695299,699225,140.0,8.0,formal affair,petite,gown,8,23.0,2017-01-22,34.0,1,63.0,1,22,2017,0
fit,166812,2423934,128.0,8.0,everyday,athletic,peacoat,12,38.0,2016-02-18,36.0,1,65.0,2,18,2016,0
fit,699084,138431,115.0,10.0,wedding,athletic,gown,8,32.0,2014-10-17,34.0,2,65.0,10,17,2014,1
small,245403,716777,123.0,10.0,wedding,hourglass,dress,8,30.0,2016-05-01,32.0,4,64.0,5,1,2016,1
fit,124661,178429,135.0,8.0,wedding,hourglass,sheath,14,28.0,2015-06-18,34.0,2,66.0,6,18,2015,0
large,899806,132738,150.0,10.0,formal affair,athletic,gown,12,48.0,2012-09-20,34.0,2,66.0,9,20,2012,1
large,79458,131117,150.0,10.0,formal affair,athletic,gown,12,21.0,2013-04-27,36.0,1,69.0,4,27,2013,1
large,774762,671761,,8.0,wedding,straight & narrow,dress,32,28.0,2016-07-05,40.0,3,72.0,7,5,2016,0
fit,11374,125465,130.0,10.0,formal affair,athletic,gown,8,26.0,2017-04-26,36.0,3,66.0,4,26,2017,1
fit,745255,632507,145.0,10.0,wedding,,sheath,14,24.0,2017-09-22,,,64.0,9,22,2017,1
large,262357,1600987,130.0,6.0,everyday,athletic,dress,8,29.0,2016-03-17,34.0,4,67.0,3,17,2016,0
small,966564,1693454,,10.0,wedding,full bust,dress,20,27.0,2016-04-28,36.0,4,63.0,4,28,2016,1
large,297479,631251,145.0,8.0,everyday,,dress,14,30.0,2017-11-27,36.0,4,64.0,11,27,2017,0
fit,278671,1210233,130.0,10.0,party,,gown,16,28.0,2017-05-24,,,60.0,5,24,2017,1
fit,991257,1962198,130.0,10.0,date,petite,dress,8,43.0,2017-08-27,,,62.0,8,27,2017,1
fit,37425,145906,150.0,8.0,formal affair,athletic,gown,13,21.0,2014-01-23,34.0,3,70.0,1,23,2014,0
small,483592,635364,135.0,10.0,wedding,hourglass,gown,12,30.0,2017-11-22,34.0,1,64.0,11,22,2017,1
fit,615247,2303762,122.0,10.0,formal affair,straight & narrow,romper,4,53.0,2017-01-07,34.0,4,64.0,1,7,2017,1
fit,528167,550590,124.0,10.0,party,petite,sheath,8,30.0,2016-04-21,34.0,2,60.0,4,21,2016,1
fit,84295,657626,115.0,10.0,wedding,petite,dress,4,27.0,2017-08-21,34.0,1,63.0,8,21,2017,1
fit,787452,1238932,130.0,10.0,wedding,athletic,dress,8,31.0,2015-08-11,34.0,2,65.0,8,11,2015,1
fit,262124,2850568,152.0,8.0,vacation,athletic,jumpsuit,8,37.0,2016-06-15,36.0,1,67.0,6,15,2016,0
fit,672017,323870,130.0,10.0,party,athletic,shift,8,26.0,2016-11-29,34.0,2,67.0,11,29,2016,1
fit,755291,1534987,130.0,8.0,everyday,hourglass,sheath,14,33.0,2015-05-20,36.0,4,67.0,5,20,2015,0
fit,255871,127865,160.0,10.0,formal affair,hourglass,gown,20,39.0,2014-11-09,36.0,3,,11,9,2014,1
fit,703628,1711936,119.0,10.0,wedding,petite,dress,4,42.0,2017-07-05,34.0,4,63.0,7,5,2017,1
fit,758806,1745124,112.0,10.0,everyday,petite,dress,1,32.0,2016-03-24,32.0,1,63.0,3,24,2016,1
fit,62303,1310462,128.0,10.0,formal affair,hourglass,gown,8,40.0,2017-06-05,32.0,4,65.0,6,5,2017,1
fit,60449,276763,,10.0,wedding,pear,dress,16,29.0,2015-06-16,,,68.0,6,16,2015,1
fit,700885,124204,135.0,10.0,wedding,hourglass,dress,8,35.0,2011-09-13,32.0,4,63.0,9,13,2011,1
small,905493,1663870,125.0,8.0,formal affair,petite,dress,12,35.0,2017-12-19,32.0,2,63.0,12,19,2017,0
large,561358,1662825,145.0,10.0,party,pear,sheath,8,28.0,2015-02-01,32.0,2,68.0,2,1,2015,1
fit,669288,496108,115.0,8.0,wedding,petite,dress,4,32.0,2017-09-11,32.0,2,63.0,9,11,2017,0
fit,775229,258206,,10.0,wedding,pear,dress,14,34.0,2016-08-02,34.0,2,66.0,8,2,2016,1
large,353653,2388385,120.0,10.0,other,hourglass,pant,4,29.0,2017-10-12,32.0,3,67.0,10,12,2017,1
fit,412377,1711225,135.0,10.0,formal affair,straight & narrow,gown,8,25.0,2016-06-07,34.0,3,66.0,6,7,2016,1
fit,776484,1206618,,8.0,other,full bust,dress,16,40.0,2017-05-30,36.0,3,63.0,5,30,2017,0
fit,56143,132135,135.0,10.0,formal affair,full bust,gown,8,33.0,2015-03-02,34.0,4,66.0,3,2,2015,1
fit,287529,147594,115.0,10.0,wedding,pear,shift,4,32.0,2013-04-08,32.0,1,64.0,4,8,2013,1
fit,608386,175496,150.0,10.0,party,athletic,dress,12,37.0,2014-05-13,36.0,4,65.0,5,13,2014,1
small,789637,136860,134.0,10.0,wedding,full bust,sheath,8,33.0,2014-12-01,36.0,3,68.0,12,1,2014,1
fit,222506,1548554,,10.0,party,hourglass,dress,32,36.0,2016-12-27,38.0,4,66.0,12,27,2016,1
fit,562548,1527946,120.0,8.0,party,athletic,sheath,12,28.0,2015-12-18,32.0,2,63.0,12,18,2015,0
fit,187543,1680968,190.0,10.0,vacation,hourglass,dress,20,33.0,2017-10-06,38.0,5,62.0,10,6,2017,1
fit,600640,1729232,135.0,10.0,party,full bust,gown,24,57.0,2014-11-07,34.0,4,66.0,11,7,2014,1
fit,712974,2660249,125.0,8.0,other,hourglass,skirt,4,29.0,2015-12-09,32.0,3,65.0,12,9,2015,0
fit,110025,1746190,125.0,10.0,wedding,full bust,dress,12,37.0,2016-08-15,34.0,4,62.0,8,15,2016,1
fit,133091,126335,,8.0,wedding,,dress,20,36.0,2015-09-07,34.0,2,68.0,9,7,2015,0
fit,442724,698153,130.0,10.0,wedding,apple,dress,8,36.0,2017-10-13,34.0,4,60.0,10,13,2017,1
fit,996945,1793377,123.0,10.0,wedding,straight & narrow,sheath,4,32.0,2017-10-09,32.0,3,66.0,10,9,2017,1
small,772085,1719221,129.0,10.0,date,pear,sheath,12,36.0,2015-09-29,34.0,2,65.0,9,29,2015,1
fit,223217,126335,130.0,10.0,party,hourglass,dress,4,34.0,2013-12-10,32.0,2,68.0,12,10,2013,1
fit,521706,131117,140.0,8.0,party,hourglass,gown,8,32.0,2014-11-29,34.0,4,66.0,11,29,2014,0
large,89541,1693615,128.0,6.0,wedding,athletic,dress,4,31.0,2016-11-30,32.0,3,67.0,11,30,2016,0
fit,770980,124553,145.0,10.0,party,athletic,dress,12,41.0,2016-01-03,34.0,3,68.0,1,3,2016,1
fit,470867,166006,145.0,10.0,formal affair,hourglass,gown,12,26.0,2014-03-25,36.0,3,65.0,3,25,2014,1
fit,735344,963476,119.0,10.0,party,athletic,sheath,4,37.0,2016-10-23,32.0,3,66.0,10,23,2016,1
fit,554489,637670,,8.0,wedding,,gown,9,34.0,2017-11-09,34.0,3,68.0,11,9,2017,0
fit,962515,1133906,,10.0,everyday,,sheath,16,38.0,2016-01-27,34.0,5,69.0,1,27,2016,1
large,929002,144585,118.0,8.0,other,athletic,dress,4,32.0,2014-07-07,32.0,3,62.0,7,7,2014,0
fit,831961,327817,,10.0,formal affair,,dress,12,,2017-06-03,34.0,4,65.0,6,3,2017,1
large,714294,550322,120.0,8.0,formal affair,straight & narrow,gown,9,23.0,2014-12-07,34.0,3,66.0,12,7,2014,0
fit,939007,123793,130.0,8.0,formal affair,hourglass,gown,8,25.0,2015-04-21,34.0,4,65.0,4,21,2015,0
fit,666325,838983,115.0,10.0,formal affair,hourglass,sheath,4,32.0,2015-09-10,30.0,4,68.0,9,10,2015,1
small,845917,1355618,127.0,8.0,wedding,athletic,dress,16,35.0,2017-04-10,36.0,3,61.0,4,10,2017,0
large,920968,1251617,132.0,8.0,wedding,straight & narrow,dress,4,30.0,2016-08-16,32.0,5,68.0,8,16,2016,0
fit,542746,136860,138.0,10.0,wedding,straight & narrow,sheath,12,36.0,2014-06-04,34.0,3,69.0,6,4,2014,1
fit,65474,595048,,10.0,other,straight & narrow,shift,20,39.0,2015-10-16,36.0,4,66.0,10,16,2015,1
fit,698031,1859039,,10.0,party,athletic,dress,8,25.0,2013-12-30,,,64.0,12,30,2013,1
fit,659776,1714731,145.0,10.0,wedding,pear,gown,16,36.0,2015-02-04,36.0,2,64.0,2,4,2015,1
fit,269981,132738,,8.0,wedding,athletic,gown,12,32.0,2013-07-28,36.0,2,67.0,7,28,2013,0
fit,659085,2881970,,10.0,everyday,,blouse,16,49.0,2017-12-04,,,62.0,12,4,2017,1
fit,680309,1077123,,10.0,wedding,pear,dress,57,31.0,2017-08-22,,,67.0,8,22,2017,1
large,78568,304354,120.0,10.0,formal affair,straight & narrow,dress,4,36.0,2016-10-17,34.0,1,67.0,10,17,2016,1
fit,482198,123373,150.0,10.0,formal affair,athletic,gown,17,31.0,2013-05-02,36.0,2,70.0,5,2,2013,1
fit,759521,391907,200.0,10.0,wedding,pear,sheath,28,32.0,2017-10-10,36.0,4,63.0,10,10,2017,1
fit,157036,1353012,110.0,10.0,formal affair,full bust,gown,4,29.0,2017-12-05,32.0,4,61.0,12,5,2017,1
fit,850430,920132,125.0,10.0,work,straight & narrow,dress,8,24.0,2017-05-08,,,68.0,5,8,2017,1
fit,113090,796216,125.0,10.0,work,athletic,dress,4,35.0,2017-06-21,32.0,4,66.0,6,21,2017,1
small,277816,1662059,130.0,10.0,wedding,athletic,gown,16,32.0,2015-06-25,32.0,2,63.0,6,25,2015,1
fit,521637,147594,,8.0,party,athletic,shift,20,25.0,2013-11-06,36.0,3,65.0,11,6,2013,0
fit,684659,128730,95.0,10.0,wedding,petite,dress,1,27.0,2015-05-01,32.0,2,62.0,5,1,2015,1
fit,868518,127865,158.0,10.0,formal affair,hourglass,gown,24,36.0,2015-01-07,36.0,4,65.0,1,7,2015,1
fit,616386,136860,150.0,10.0,wedding,full bust,sheath,12,40.0,2013-11-21,34.0,3,68.0,11,21,2013,1
fit,213644,1768942,113.0,8.0,formal affair,hourglass,gown,1,24.0,2016-10-06,32.0,3,60.0,10,6,2016,0
large,371331,141761,,10.0,wedding,pear,dress,20,45.0,2016-11-26,36.0,2,65.0,11,26,2016,1
fit,942921,181737,150.0,8.0,party,athletic,dress,20,52.0,2013-11-10,36.0,2,67.0,11,10,2013,0
fit,89706,138431,130.0,8.0,formal affair,straight & narrow,gown,9,43.0,2014-06-05,34.0,2,69.0,6,5,2014,0
fit,259195,1562164,126.0,10.0,everyday,athletic,dress,4,36.0,2017-08-16,34.0,2,68.0,8,16,2017,1
fit,423483,893017,120.0,8.0,party,straight & narrow,gown,8,40.0,2017-05-18,,,67.0,5,18,2017,0
small,749326,1274052,155.0,6.0,formal affair,hourglass,dress,16,39.0,2017-10-27,34.0,3,68.0,10,27,2017,0
fit,847728,145906,115.0,10.0,formal affair,straight & narrow,gown,1,27.0,2013-08-07,32.0,2,65.0,8,7,2013,1
fit,872756,269371,,8.0,other,hourglass,shift,12,30.0,2016-04-18,34.0,4,63.0,4,18,2016,0
small,481417,2463317,110.0,10.0,everyday,petite,jumpsuit,4,22.0,2017-10-02,32.0,4,64.0,10,2,2017,1
fit,258275,2251739,120.0,10.0,everyday,,sweater,8,31.0,2016-09-26,32.0,2,66.0,9,26,2016,1
fit,891080,1673120,125.0,10.0,work,hourglass,dress,8,30.0,2016-04-04,34.0,3,65.0,4,4,2016,1
fit,568918,2266220,123.0,10.0,formal affair,straight & narrow,top,8,24.0,2015-12-16,34.0,1,67.0,12,16,2015,1
fit,37119,1831026,130.0,10.0,other,hourglass,dress,12,36.0,2016-12-01,34.0,4,66.0,12,1,2016,1
fit,847820,2530612,150.0,10.0,vacation,hourglass,romper,16,24.0,2017-08-15,36.0,2,65.0,8,15,2017,1
fit,810140,136860,165.0,8.0,formal affair,apple,sheath,28,36.0,2014-06-17,36.0,3,67.0,6,17,2014,0
fit,147588,1950621,133.0,10.0,everyday,athletic,maxi,8,31.0,2016-08-22,,,69.0,8,22,2016,1
fit,82238,686720,115.0,10.0,wedding,petite,dress,1,25.0,2016-06-28,,,64.0,6,28,2016,1
fit,380306,129831,,10.0,wedding,,dress,16,29.0,2016-11-14,36.0,3,66.0,11,14,2016,1
fit,812639,127865,,8.0,wedding,hourglass,gown,4,36.0,2014-11-11,34.0,4,62.0,11,11,2014,0
fit,680449,1330312,,10.0,date,pear,shift,20,28.0,2016-07-14,36.0,2,64.0,7,14,2016,1
fit,329152,1337205,140.0,10.0,party,pear,gown,12,20.0,2015-07-27,34.0,2,64.0,7,27,2015,1
fit,188673,1446293,134.0,8.0,formal affair,athletic,gown,8,28.0,2017-04-06,34.0,2,62.0,4,6,2017,0
fit,61217,1429022,146.0,8.0,wedding,athletic,dress,12,37.0,2016-06-11,36.0,2,68.0,6,11,2016,0
large,445964,145906,125.0,6.0,party,hourglass,gown,11,51.0,2015-02-25,32.0,4,62.0,2,25,2015,0
small,97825,1869763,130.0,10.0,formal affair,hourglass,shift,8,21.0,2015-05-28,34.0,2,69.0,5,28,2015,1
fit,764422,468951,130.0,10.0,formal affair,hourglass,gown,12,0.0,2017-12-04,34.0,1,68.0,12,4,2017,1
fit,828371,1103425,220.0,10.0,wedding,hourglass,dress,51,40.0,2014-07-06,38.0,4,70.0,7,6,2014,1
fit,280217,144727,,8.0,wedding,full bust,sheath,45,48.0,2013-12-09,,,65.0,12,9,2013,0
fit,299635,2281299,145.0,10.0,party,hourglass,tank,16,34.0,2016-04-25,38.0,3,62.0,4,25,2016,1
fit,701043,397183,125.0,10.0,wedding,hourglass,dress,14,27.0,2016-02-28,34.0,2,65.0,2,28,2016,1
fit,784736,1980086,138.0,10.0,formal affair,hourglass,gown,13,48.0,2017-11-21,36.0,4,68.0,11,21,2017,1
large,546525,742741,145.0,10.0,everyday,hourglass,dress,24,34.0,2016-11-15,36.0,4,65.0,11,15,2016,1
fit,514443,152662,145.0,10.0,formal affair,athletic,gown,12,26.0,2014-10-16,36.0,3,64.0,10,16,2014,1
fit,935724,128959,125.0,8.0,formal affair,apple,gown,9,39.0,2016-03-29,32.0,4,66.0,3,29,2016,0
fit,279846,131117,,8.0,wedding,pear,gown,13,33.0,2013-07-11,34.0,2,67.0,7,11,2013,0
fit,505710,1198628,135.0,8.0,party,petite,dress,14,27.0,2017-08-09,32.0,3,64.0,8,9,2017,0
small,72033,909677,140.0,10.0,formal affair,athletic,gown,8,25.0,2016-12-23,34.0,2,70.0,12,23,2016,1
small,191352,166633,135.0,8.0,vacation,athletic,mini,12,26.0,2014-11-20,34.0,4,67.0,11,20,2014,0
small,944253,2459331,155.0,10.0,formal affair,hourglass,skirt,12,24.0,2016-02-12,32.0,4,70.0,2,12,2016,1
fit,842713,164051,,6.0,other,petite,dress,8,29.0,2015-07-20,32.0,1,62.0,7,20,2015,0
fit,33303,1032906,120.0,8.0,party,straight & narrow,dress,4,26.0,2016-08-10,32.0,3,66.0,8,10,2016,0
fit,427659,870021,145.0,10.0,formal affair,athletic,gown,8,17.0,2017-04-26,34.0,4,66.0,4,26,2017,1
fit,18669,1435687,136.0,10.0,everyday,hourglass,dress,14,33.0,2016-08-03,34.0,3,67.0,8,3,2016,1
fit,212368,136860,160.0,10.0,wedding,athletic,sheath,16,32.0,2014-09-10,34.0,3,68.0,9,10,2014,1
fit,594748,1187659,120.0,10.0,wedding,petite,sheath,8,34.0,2015-02-05,34.0,3,64.0,2,5,2015,1
small,118166,577053,165.0,10.0,wedding,athletic,dress,16,26.0,2017-08-23,34.0,4,65.0,8,23,2017,1
fit,395280,693849,140.0,10.0,wedding,athletic,dress,20,46.0,2016-08-06,34.0,4,66.0,8,6,2016,1
fit,531270,126335,,10.0,party,petite,dress,8,34.0,2014-05-05,34.0,2,63.0,5,5,2014,1
fit,241144,986546,190.0,10.0,party,hourglass,dress,39,30.0,2017-11-22,38.0,2,64.0,11,22,2017,1
fit,491589,2128766,210.0,10.0,work,full bust,top,20,24.0,2017-07-10,38.0,5,69.0,7,10,2017,1
fit,514235,229145,,8.0,formal affair,,dress,14,23.0,2017-05-23,36.0,2,66.0,5,23,2017,0
fit,284821,392822,136.0,8.0,formal affair,hourglass,gown,8,35.0,2017-05-27,32.0,4,66.0,5,27,2017,0
fit,259689,182578,97.0,10.0,other,petite,maxi,1,29.0,2014-09-29,30.0,4,64.0,9,29,2014,1
fit,457989,331370,135.0,10.0,work,athletic,dress,8,41.0,2017-03-16,32.0,4,66.0,3,16,2017,1
large,87892,550590,130.0,10.0,party,athletic,sheath,8,32.0,2015-06-02,34.0,2,64.0,6,2,2015,1
small,660698,1613579,,8.0,wedding,hourglass,dress,35,43.0,2017-09-25,,,68.0,9,25,2017,0
small,62221,227716,,8.0,work,pear,dress,16,37.0,2016-08-31,,,66.0,8,31,2016,0
fit,400356,1587318,110.0,10.0,everyday,petite,sheath,4,51.0,2016-06-03,32.0,4,64.0,6,3,2016,1
fit,775006,548667,140.0,8.0,party,hourglass,dress,16,49.0,2015-12-11,36.0,3,65.0,12,11,2015,0
fit,39112,135750,,8.0,party,hourglass,shift,16,29.0,2014-01-07,32.0,4,64.0,1,7,2014,0
fit,852931,834620,120.0,8.0,wedding,hourglass,gown,1,29.0,2017-06-26,32.0,4,66.0,6,26,2017,0
fit,769345,135750,105.0,10.0,party,petite,shift,12,36.0,2014-12-17,,,60.0,12,17,2014,1
small,201663,2011987,127.0,10.0,party,pear,jumpsuit,4,32.0,2015-09-10,34.0,4,66.0,9,10,2015,1
fit,256882,617013,137.0,8.0,wedding,hourglass,gown,12,28.0,2016-12-05,34.0,3,65.0,12,5,2016,0
fit,130795,442171,115.0,8.0,party,petite,shift,4,36.0,2015-04-30,,,64.0,4,30,2015,0
small,279370,1048184,115.0,10.0,party,petite,dress,8,33.0,2017-06-16,,,63.0,6,16,2017,1
fit,652959,1678888,107.0,10.0,date,athletic,dress,4,48.0,2016-02-21,34.0,2,62.0,2,21,2016,1
fit,9259,2492236,140.0,8.0,date,pear,top,14,31.0,2016-02-12,34.0,3,65.0,2,12,2016,0
fit,40560,203856,135.0,10.0,formal affair,petite,gown,4,32.0,2017-12-06,34.0,2,63.0,12,6,2017,1
fit,610778,140877,150.0,10.0,formal affair,hourglass,gown,13,27.0,2014-04-08,34.0,4,71.0,4,8,2014,1
fit,246638,164051,,8.0,party,hourglass,dress,14,34.0,2014-07-16,36.0,4,65.0,7,16,2014,0
fit,37906,1697200,100.0,8.0,wedding,petite,dress,1,24.0,2017-09-11,32.0,2,63.0,9,11,2017,0
small,347947,1226293,140.0,10.0,vacation,athletic,shift,12,37.0,2014-11-12,34.0,2,68.0,11,12,2014,1
fit,977690,1082384,145.0,8.0,formal affair,hourglass,gown,16,44.0,2016-07-18,36.0,3,66.0,7,18,2016,0
small,705536,1818228,115.0,10.0,other,straight & narrow,sheath,4,28.0,2017-03-27,34.0,1,64.0,3,27,2017,1
small,509660,134393,155.0,10.0,wedding,hourglass,dress,20,37.0,2016-01-04,34.0,4,67.0,1,4,2016,1
fit,353878,123793,175.0,10.0,other,hourglass,gown,21,35.0,2016-01-05,34.0,3,70.0,1,5,2016,1
fit,709332,166006,,10.0,formal affair,petite,gown,27,32.0,2016-04-25,38.0,4,61.0,4,25,2016,1
fit,773625,1534987,125.0,10.0,party,athletic,sheath,4,38.0,2017-05-09,32.0,2,66.0,5,9,2017,1
fit,671350,144931,120.0,8.0,vacation,petite,sheath,8,38.0,2015-03-27,34.0,2,61.0,3,27,2015,0
fit,811632,127865,130.0,10.0,formal affair,hourglass,gown,12,45.0,2013-11-03,34.0,4,62.0,11,3,2013,1
fit,778145,887454,167.0,10.0,formal affair,hourglass,dress,20,38.0,2016-10-25,38.0,4,63.0,10,25,2016,1
fit,782002,131117,162.0,8.0,formal affair,athletic,gown,20,22.0,2015-03-23,36.0,1,67.0,3,23,2015,0
fit,158966,136860,165.0,10.0,wedding,hourglass,sheath,28,30.0,2015-12-08,36.0,4,64.0,12,8,2015,1
fit,406253,1337205,145.0,10.0,wedding,athletic,gown,12,26.0,2015-02-09,32.0,4,67.0,2,9,2015,1
large,375548,2647046,,8.0,everyday,pear,down,20,32.0,2016-10-26,36.0,3,68.0,10,26,2016,0
fit,363221,131533,140.0,8.0,wedding,athletic,gown,13,33.0,2016-02-23,36.0,2,73.0,2,23,2016,0
large,445001,838983,130.0,10.0,wedding,athletic,sheath,8,31.0,2015-08-21,34.0,3,68.0,8,21,2015,1
fit,882862,218606,134.0,10.0,formal affair,pear,gown,4,29.0,2017-10-25,34.0,2,64.0,10,25,2017,1
fit,507608,155820,155.0,10.0,formal affair,athletic,gown,17,32.0,2012-11-13,34.0,3,67.0,11,13,2012,1
fit,189566,425423,140.0,10.0,formal affair,pear,gown,13,26.0,2017-09-10,34.0,4,68.0,9,10,2017,1
fit,946682,130259,115.0,10.0,wedding,full bust,dress,8,42.0,2013-09-24,32.0,4,62.0,9,24,2013,1
fit,9259,174086,140.0,8.0,party,pear,dress,16,31.0,2014-08-12,34.0,3,65.0,8,12,2014,0
small,678830,898529,136.0,6.0,formal affair,apple,gown,20,38.0,2016-11-18,36.0,5,61.0,11,18,2016,0
large,658961,408994,130.0,8.0,wedding,straight & narrow,dress,12,28.0,2015-11-16,36.0,2,68.0,11,16,2015,0
fit,75578,1787191,160.0,8.0,other,athletic,sheath,16,24.0,2016-09-19,36.0,3,67.0,9,19,2016,0
fit,267326,357231,150.0,8.0,wedding,hourglass,dress,20,30.0,2015-06-23,36.0,3,66.0,6,23,2015,0
fit,80679,618661,130.0,10.0,wedding,hourglass,sheath,12,32.0,2015-11-02,36.0,4,67.0,11,2,2015,1
fit,844301,1992625,,10.0,wedding,petite,shift,4,28.0,2015-06-10,32.0,4,62.0,6,10,2015,1
fit,900296,183200,125.0,8.0,wedding,pear,dress,4,32.0,2013-09-09,36.0,4,61.0,9,9,2013,0
fit,371365,1939936,130.0,10.0,wedding,athletic,gown,4,29.0,2016-11-14,32.0,4,67.0,11,14,2016,1
fit,28036,1484383,135.0,10.0,formal affair,hourglass,dress,12,32.0,2014-11-19,34.0,4,65.0,11,19,2014,1
large,791883,132738,165.0,10.0,formal affair,pear,gown,24,53.0,2013-11-24,34.0,3,65.0,11,24,2013,1
fit,459753,1198628,125.0,8.0,party,athletic,dress,4,28.0,2017-09-18,32.0,3,64.0,9,18,2017,0
fit,709505,1091654,150.0,8.0,formal affair,athletic,gown,21,20.0,2017-02-06,36.0,3,69.0,2,6,2017,0
fit,49502,125564,120.0,10.0,formal affair,straight & narrow,gown,8,25.0,2014-10-17,32.0,4,69.0,10,17,2014,1
fit,908939,693185,130.0,8.0,wedding,hourglass,sheath,8,33.0,2017-05-31,32.0,4,66.0,5,31,2017,0
fit,667289,1562007,140.0,10.0,wedding,athletic,dress,16,36.0,2017-10-31,,,64.0,10,31,2017,1
fit,477683,145906,,10.0,formal affair,athletic,gown,8,28.0,2014-11-28,34.0,3,65.0,11,28,2014,1
fit,770605,134393,155.0,10.0,wedding,hourglass,dress,16,31.0,2017-09-07,34.0,7,65.0,9,7,2017,1
fit,498634,145906,145.0,10.0,formal affair,hourglass,gown,17,23.0,2015-04-07,34.0,4,66.0,4,7,2015,1
fit,488233,1909065,,10.0,wedding,,gown,4,29.0,2016-06-30,,,66.0,6,30,2016,1
large,46624,124553,115.0,6.0,formal affair,athletic,dress,1,19.0,2014-03-30,34.0,1,64.0,3,30,2014,0
